issue_url,format,repo,created_at,title,llm_category
https://api.github.com/repos/CycloneDX/cdxgen/issues/61,cdx,CycloneDX/cdxgen,2021-05-31 18:13:39+00:00,Parsing go.mod with single require statement results in no BOM,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/62,cdx,CycloneDX/cdxgen,2021-06-07 02:17:39+00:00,Golang parsing incorrect,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/631,cdx,CycloneDX/cdxgen,2023-10-11 14:44:14+00:00,dotnet - project.assets.json parsing creates extra package versions in the BOM,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/661,cdx,CycloneDX/cdxgen,2023-10-23 14:47:07+00:00,"Incorrect ""author"" when in object format inside package.json",Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/669,cdx,CycloneDX/cdxgen,2023-10-25 18:11:18+00:00,Output for pnpm project is unexpected and invalid,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/674,cdx,CycloneDX/cdxgen,2023-10-26 12:07:53+00:00,JavaScript analyzer does not output evidence if a transitive of direct is called,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/677,cdx,CycloneDX/cdxgen,2023-10-27 10:34:55+00:00,[Python] Track git referenced packages,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/71,cdx,CycloneDX/cdxgen,2021-08-17 09:08:48+00:00,BOM validation failed for GO bom,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/728,cdx,CycloneDX/cdxgen,2023-11-20 18:56:01+00:00,[go] Some required components are optional,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/737,cdx,CycloneDX/cdxgen,2023-11-22 10:38:03+00:00,Dependency information missing in SBOM,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/768,cdx,CycloneDX/cdxgen,2023-12-08 19:08:34+00:00,"Hallucinated component in sbom with build-time ""generated"" components.",Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/771,cdx,CycloneDX/cdxgen,2023-12-11 18:48:11+00:00,React Native Application: missing description into sbom for android ,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/776,cdx,CycloneDX/cdxgen,2023-12-13 13:43:50+00:00,Dotnet Component Metadata not resolved,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/800,cdx,CycloneDX/cdxgen,2024-01-03 22:11:30+00:00,[ruby] Invalid purl is generated while parsing gemfile lock with remote,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/852,cdx,CycloneDX/cdxgen,2024-01-29 14:28:09+00:00,Error while extracting image TAR_ENTRY_UNSUPPORTED,Code Components
https://api.github.com/repos/CycloneDX/cdxgen/issues/860,cdx,CycloneDX/cdxgen,2024-01-31 10:45:20+00:00,[Gradle/NPM] Inconsistent handling of component's name and group,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/179,cdx,CycloneDX/cyclonedx-cli,2021-10-10 11:27:11+00:00,`merge`-d polyglot SBOM loses dependency graph information,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/230,cdx,CycloneDX/cyclonedx-cli,2022-04-01 07:41:57+00:00,Dependency-Graph in Dependency-Track not working after MERGE - Docker image - Kali Linux,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/235,cdx,CycloneDX/cyclonedx-cli,2022-04-14 10:09:34+00:00,`Instance validation error: 'sha1' is not a valid value for HashAlgorithm` when merging SBOMs,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/304,cdx,CycloneDX/cyclonedx-cli,2023-02-01 15:19:21+00:00,Hierarchical merge misplaces <properties> nodes of toplevel components,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/311,cdx,CycloneDX/cyclonedx-cli,2023-03-19 12:37:46+00:00,Lots of missing metadata required by EO 14028,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/316,cdx,CycloneDX/cyclonedx-cli,2023-04-03 07:43:01+00:00,referenceCategory error converting from SPDX to CycloneDX,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/322,cdx,CycloneDX/cyclonedx-cli,2023-06-20 11:31:37+00:00,"When converting cyclonedx xml to json and a dependency has multiple licenses, only the first license is taken into account",Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/345,cdx,CycloneDX/cyclonedx-cli,2023-10-05 12:30:12+00:00,Conversion creates invalid SPDX,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/347,spdx,CycloneDX/cyclonedx-cli,2023-10-13 12:54:36+00:00,Missing version numbers,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/351,cdx,CycloneDX/cyclonedx-cli,2023-11-30 13:34:40+00:00,When I Upload this BOM Ver 1.5 it is not getting parse in Depedency-track V 4.9.1,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/353,cdx,CycloneDX/cyclonedx-cli,2023-12-16 09:30:27+00:00,Merge command - inconsistent dependencies tree with/without name or version parameters,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cli/issues/62,cdx,CycloneDX/cyclonedx-cli,2021-01-26 14:18:29+00:00,Analyze: --multiple-component-versions including components that have different groupId,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cocoapods/issues/15,cdx,CycloneDX/cyclonedx-cocoapods,2021-06-18 10:58:24+00:00,Author import,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cocoapods/issues/29,cdx,CycloneDX/cyclonedx-cocoapods,2022-03-30 22:13:10+00:00,Do dependencies belong in the bom metadata tools area?,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cocoapods/issues/5,cdx,CycloneDX/cyclonedx-cocoapods,2021-05-07 07:53:05+00:00,Use purl subpaths for CocoaPods subspecs,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-cocoapods/issues/52,cdx,CycloneDX/cyclonedx-cocoapods,2023-02-08 15:40:46+00:00,Importing created BOM into Dependency-Track multiple times removes components,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-conan/issues/101,spdx,CycloneDX/cyclonedx-conan,2023-08-28 21:23:13+00:00,Metadata not correct if used with conanfile.py,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/100,cdx,CycloneDX/cyclonedx-core-java,2021-04-16 06:42:18+00:00,Unable to disable optional Base64-encoding of license texts,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/107,cdx,CycloneDX/cyclonedx-core-java,2021-05-10 05:27:43+00:00,Add support for CycloneDX v1.3,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/135,cdx,CycloneDX/cyclonedx-core-java,2021-08-10 20:47:55+00:00,"JSON BOM serialization ""trims"" whitespace from DPKG license text (XML does not)",Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/139,cdx,CycloneDX/cyclonedx-core-java,2021-08-26 04:46:35+00:00,"The json file is not valid because of ""vulnerabilities""",Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/180,cdx,CycloneDX/cyclonedx-core-java,2022-02-28 11:53:48+00:00,JSON Bom output invalid when dependencies have sub-dependencies ,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/199,cdx,CycloneDX/cyclonedx-core-java,2022-05-11 13:53:51+00:00,Dependencies within Dependency class should be List<String> not List<Dependency>,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/2,cdx,CycloneDX/cyclonedx-core-java,2018-12-12 01:38:27+00:00,org.cyclonedx.BomGenerator does not include children components,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/214,cdx,CycloneDX/cyclonedx-core-java,2022-07-06 14:50:30+00:00,Hashes not serialized in external references,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/222,cdx,CycloneDX/cyclonedx-core-java,2022-09-08 17:56:00+00:00,Issue reading licenses in CycloneDX generated BOM,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/271,cdx,CycloneDX/cyclonedx-core-java,2023-02-27 09:45:30+00:00,"BomJsonGenerator of Signature JSON produces ""null"" properties",Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/273,cdx,CycloneDX/cyclonedx-core-java,2023-03-03 21:34:48+00:00,externalReferences serialization not well formed,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/28,cdx,CycloneDX/cyclonedx-core-java,2020-01-28 11:32:32+00:00,BOMs do not validate anymore since the addition of license texts,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/280,cdx,CycloneDX/cyclonedx-core-java,2023-03-30 06:07:29+00:00,"[WARNING] Unknown keyword additionalItems - you should define your own Meta Schema. If the keyword is irrelevant for validation, just use a NonValidationKeyword",Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/308,spdx,CycloneDX/cyclonedx-core-java,2023-06-27 16:52:04+00:00,Vulnerability 1.0 Extension parsing bug,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/336,cdx,CycloneDX/cyclonedx-core-java,2023-10-17 12:00:10+00:00,XML deserialization fails for `metadata>component>properties`,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/338,cdx,CycloneDX/cyclonedx-core-java,2023-10-17 12:42:44+00:00,XML deserialization fails when multiple legacy `Tool`s are provided,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/343,cdx,CycloneDX/cyclonedx-core-java,2023-10-24 10:56:31+00:00,XML deserialization fails when empty `hashes` collection is provided,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/363,cdx,CycloneDX/cyclonedx-core-java,2024-01-11 21:54:53+00:00,ParseException with ancestors in the metadata section (XML SBOM),Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/38,cdx,CycloneDX/cyclonedx-core-java,2020-07-01 17:05:47+00:00,A component's description is not escaped,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/52,cdx,CycloneDX/cyclonedx-core-java,2020-11-10 18:26:47+00:00,ExtensibleTypes,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-core-java/issues/99,cdx,CycloneDX/cyclonedx-core-java,2021-04-15 16:12:44+00:00,Exception when serializing `extensibleTypes` to JSON,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet-library/issues/141,cdx,CycloneDX/cyclonedx-dotnet-library,2022-04-12 14:30:01+00:00,RelationshipType AMENDS is missing,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet-library/issues/267,cdx,CycloneDX/cyclonedx-dotnet-library,2023-11-01 16:20:38+00:00,ExternalRefCategory 'PACKAGE_MANAGER' is not compliant with SPDX 2.2 specification,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet-library/issues/277,cdx,CycloneDX/cyclonedx-dotnet-library,2023-11-30 20:44:22+00:00,Update spdx.schema files to v1.0-3.21,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/428,cdx,CycloneDX/cyclonedx-dotnet,2021-09-23 07:29:52+00:00,Component scope is `Null` when using `packages.config`,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/453,cdx,CycloneDX/cyclonedx-dotnet,2021-11-10 10:43:16+00:00,CycloneDX - Dependency Graph displays transitive dependencies with inaccurate version,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/564,cdx,CycloneDX/cyclonedx-dotnet,2022-07-06 08:48:43+00:00,component pkg:nuget/Hangfire.PostgreSql@1.8.6 causes erreur in Dependency track ,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/575,cdx,CycloneDX/cyclonedx-dotnet,2022-08-01 23:15:07+00:00,Failed to find project.assets.json when there are multiple projects in one solution,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/624,spdx,CycloneDX/cyclonedx-dotnet,2022-11-24 16:55:56+00:00,Add framework (and maybe OS) component to BOM,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/665,spdx,CycloneDX/cyclonedx-dotnet,2023-03-22 21:46:32+00:00,developmentDependency not excluded from SBOM,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/746,cdx,CycloneDX/cyclonedx-dotnet,2023-08-10 11:10:43+00:00,Multiple versions of same package in BOM,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/758,cdx,CycloneDX/cyclonedx-dotnet,2023-09-13 12:49:28+00:00,Unable to find bom ref for solutions which depend both on the project and the package of a library,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/770,spdx,CycloneDX/cyclonedx-dotnet,2023-10-30 07:53:54+00:00,Missing components supplier,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/785,cdx,CycloneDX/cyclonedx-dotnet,2023-12-13 16:13:33+00:00,Include project-references as components in SBOM [Mega-Issue],Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/786,cdx,CycloneDX/cyclonedx-dotnet,2023-12-17 23:42:56+00:00,After updating to CycloneDX.Core 6.0: Add CycloneDX as Component instead of as Tool(deprecated) to the Metadata.,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-go/issues/126,cdx,CycloneDX/cyclonedx-go,2023-10-19 11:46:50+00:00,Receive incorrect licence information.,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-go/issues/31,cdx,CycloneDX/cyclonedx-go,2022-04-27 08:59:00+00:00,XML characters in Property tag are not encoded,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-go/issues/76,cdx,CycloneDX/cyclonedx-go,2023-01-31 00:19:10+00:00,"XML parser does not support ExternalReference, only ExternalReferences",Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-gomod/issues/196,cdx,CycloneDX/cyclonedx-gomod,2022-09-23 06:47:25+00:00,Missing dependencies (e.g. ghodss/yaml missing in kubernetes/apimachinery),Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-gradle-plugin/issues/120,cdx,CycloneDX/cyclonedx-gradle-plugin,2022-04-22 19:50:16+00:00,The externalReferences are only derived from the maven artifact ,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-gradle-plugin/issues/139,spdx,CycloneDX/cyclonedx-gradle-plugin,2022-05-09 16:13:09+00:00,Problem with encoding utf-8,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-gradle-plugin/issues/165,cdx,CycloneDX/cyclonedx-gradle-plugin,2022-06-02 09:19:14+00:00,Some listed dependencies not in the project,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-gradle-plugin/issues/196,cdx,CycloneDX/cyclonedx-gradle-plugin,2022-08-15 01:43:02+00:00,Component bom-ref and dependency ref don't match,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-gradle-plugin/issues/248,spdx,CycloneDX/cyclonedx-gradle-plugin,2022-12-13 12:37:29+00:00,BOM file is not generated according to standards error. ,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-gradle-plugin/issues/261,cdx,CycloneDX/cyclonedx-gradle-plugin,2023-01-16 04:09:18+00:00,1.7+ - Duplicate entries for local project dependencies,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-gradle-plugin/issues/331,spdx,CycloneDX/cyclonedx-gradle-plugin,2023-08-23 07:58:23+00:00,Add dependencies of `type=zip` to dependency-graph,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-gradle-plugin/issues/347,spdx,CycloneDX/cyclonedx-gradle-plugin,2023-10-10 13:49:57+00:00,Dependencies field is incomplete for POM artifacts in sbom file,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-javascript-library/issues/4,cdx,CycloneDX/cyclonedx-javascript-library,2022-02-04 19:14:38+00:00,[WIP] reuse/refactor existing implementations,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-maven-plugin/issues/219,spdx,CycloneDX/cyclonedx-maven-plugin,2022-11-08 22:33:40+00:00,War retirejs,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-maven-plugin/issues/263,cdx,CycloneDX/cyclonedx-maven-plugin,2023-01-23 12:38:37+00:00,"Attribute ""dependsOn"" empty for parent module in multimodule ci-friendly maven project",Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-maven-plugin/issues/310,cdx,CycloneDX/cyclonedx-maven-plugin,2023-03-15 13:29:40+00:00,Aggregate BOMs cannot handle components with differing dependency trees in different modules,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-maven-plugin/issues/418,cdx,CycloneDX/cyclonedx-maven-plugin,2023-10-31 22:04:59+00:00,Dependencies incorrectly reported with respect to `maven-dependency-plugin`,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-node-module/issues/120,spdx,CycloneDX/cyclonedx-node-module,2021-05-05 19:40:30+00:00,Detected dependencies diff with cdxgen output,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-node-module/issues/269,cdx,CycloneDX/cyclonedx-node-module,2022-03-03 10:09:29+00:00,No dependencies(dependency graph) in the generated bom,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-node-module/issues/33,cdx,CycloneDX/cyclonedx-node-module,2019-11-19 08:21:54+00:00,Generated POM is empty,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-node-module/issues/6,spdx,CycloneDX/cyclonedx-node-module,2019-01-23 21:38:19+00:00,Not parsing package.json dependencies,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-php-library/issues/283,cdx,CycloneDX/cyclonedx-php-library,2023-03-29 07:41:20+00:00,[v2.1.1] `specVersion` attribute available on same way on both normalizers,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-php-library/issues/284,cdx,CycloneDX/cyclonedx-php-library,2023-03-31 07:26:27+00:00,[v2.1.1] `metadata` -> `properties` not correctly supported with DOM serializer,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python-lib/issues/133,cdx,CycloneDX/cyclonedx-python-lib,2022-01-10 13:04:28+00:00,Serializers should omit `ExternalReferenceType.RELEASE_NOTES` when Schema Version < 1.4,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python-lib/issues/245,spdx,CycloneDX/cyclonedx-python-lib,2022-06-10 14:25:43+00:00,"2.5.0 regression: `SortedSet` assumes comparability of members, but `Vulnerability` model is not comparable",Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python-lib/issues/379,cdx,CycloneDX/cyclonedx-python-lib,2023-04-28 12:53:08+00:00,Ref in affects field is not set in Vulnerability (JSON export),Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python-lib/issues/62,spdx,CycloneDX/cyclonedx-python-lib,2021-11-09 18:56:40+00:00,Vulnerability model information in the JSON output format?,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python/issues/194,cdx,CycloneDX/cyclonedx-python,2021-06-01 14:52:23+00:00,Crashes on `requirements.txt` with hashes,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python/issues/434,cdx,CycloneDX/cyclonedx-python,2022-11-03 19:55:15+00:00,EnvironmentParser use get function for Author and License,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python/issues/436,cdx,CycloneDX/cyclonedx-python,2022-11-09 09:50:08+00:00,EnvironmentParser does not correctly parse the classifier metadata,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python/issues/518,cdx,CycloneDX/cyclonedx-python,2023-03-06 03:01:55+00:00,CycloneDX-BOM Output is Missing Dependencies,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python/issues/54,cdx,CycloneDX/cyclonedx-python,2020-03-10 10:53:39+00:00,A Possible Problem with BOM Validation ,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python/issues/541,cdx,CycloneDX/cyclonedx-python,2023-04-20 09:38:24+00:00,No proper dependency graph shown for python projects,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-python/issues/654,spdx,CycloneDX/cyclonedx-python,2024-01-13 11:45:57+00:00,fix: v4 poetry missing extras,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-rust-cargo/issues/24,cdx,CycloneDX/cyclonedx-rust-cargo,2021-06-25 17:34:21+00:00,External reference urls should be inside a <url> tag,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-rust-cargo/issues/444,cdx,CycloneDX/cyclonedx-rust-cargo,2023-07-30 22:23:02+00:00,"""All"" dependencies include all dependencies across all packages",Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-web-tool/issues/117,cdx,CycloneDX/cyclonedx-web-tool,2023-01-06 09:51:49+00:00,Validation of newly generated BOM files fails,Code Components
https://api.github.com/repos/CycloneDX/cyclonedx-web-tool/issues/127,cdx,CycloneDX/cyclonedx-web-tool,2023-10-31 09:27:54+00:00,Conversion of SBOM in XML or JSON format with two licenes creates a wrong JSON or XML SBOM,Code Components
https://api.github.com/repos/CycloneDX/gh-gomod-generate-sbom/issues/6,cdx,CycloneDX/gh-gomod-generate-sbom,2021-07-21 09:24:48+00:00,存在生成的bom文件格式错误,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/106,cdx,CycloneDX/specification,2021-12-19 13:52:49+00:00,JSON schema _strict_ must allow the property `$schema`,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/114,cdx,CycloneDX/specification,2021-12-28 10:09:53+00:00,make `ref`/`bom-ref` own data type in schema,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/140,cdx,CycloneDX/specification,2022-04-13 17:03:24+00:00,Link vulnerabilities to a SBOM component,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/146,cdx,CycloneDX/specification,2022-05-11 16:46:14+00:00,Dependency type definition in JSON Schema and XSD Schema are inconsistent,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/157,cdx,CycloneDX/specification,2022-08-20 14:34:37+00:00,"Feature Proposal: Make it possible to communicate vulnerable user accounts, insecure passwords and hashing algorithms",Code Components
https://api.github.com/repos/CycloneDX/specification/issues/163,cdx,CycloneDX/specification,2022-10-12 18:19:27+00:00,Schema for Properties,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/204,cdx,CycloneDX/specification,2023-04-03 12:00:56+00:00,JSON and XML schemas differ for `licenses`,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/246,cdx,CycloneDX/specification,2023-06-16 14:42:50+00:00,revisit the inputs and outputs.,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/248,cdx,CycloneDX/specification,2023-06-16 14:49:02+00:00,"Please do not reuse `propertyType` for ""environmentVar """,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/261,cdx,CycloneDX/specification,2023-07-01 15:41:09+00:00,Support for protobuf editions,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/262,cdx,CycloneDX/specification,2023-07-03 08:07:39+00:00,Add way to indicate that a component is missing the cryptographic hash,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/268,cdx,CycloneDX/specification,2023-07-25 18:21:51+00:00,Add modelCard to Service definition,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/279,cdx,CycloneDX/specification,2023-08-24 11:02:11+00:00,Support optional code attribute in occurrences and callstack.frames evidence,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/284,cdx,CycloneDX/specification,2023-08-25 17:16:04+00:00,"Add a ""base model"" and ""parent model"" fields to machine-learning-model component",Code Components
https://api.github.com/repos/CycloneDX/specification/issues/290,cdx,CycloneDX/specification,2023-09-07 08:34:01+00:00,Support for evidence in dependencies,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/329,spdx,CycloneDX/specification,2023-10-31 08:54:51+00:00,Sub project modelling in a SBOM,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/330,cdx,CycloneDX/specification,2023-10-31 16:19:12+00:00,"Schema ""bom-1.5.xsd"" is different from ""bom-1.5.schema.json""",Code Components
https://api.github.com/repos/CycloneDX/specification/issues/335,cdx,CycloneDX/specification,2023-11-10 12:13:37+00:00,feat: multiple component authors,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/341,spdx,CycloneDX/specification,2023-11-17 15:52:30+00:00,Add field for `Components.modelCard.baseModel`,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/342,spdx,CycloneDX/specification,2023-11-17 15:55:35+00:00,Add field for `Components.modelCard.parentModel`,Code Components
https://api.github.com/repos/CycloneDX/specification/issues/346,spdx,CycloneDX/specification,2023-11-27 17:42:23+00:00,"Should `manufacture` be a property of `component`, rather than `metadata`?",Code Components
https://api.github.com/repos/CycloneDX/specification/issues/363,cdx,CycloneDX/specification,2024-01-16 14:53:01+00:00,Unclear definition of serialNumber and version,Code Components
https://api.github.com/repos/DependencyTrack/dependency-track/issues/1754,cdx,DependencyTrack/dependency-track,2022-06-27 11:43:57+00:00,Incorrect nuget dependencies are identified,Code Components
https://api.github.com/repos/QMSTR/qmstr/issues/275,spdx,QMSTR/qmstr,2019-04-04 13:53:35+00:00,Update modules that use package node,Code Components
https://api.github.com/repos/QMSTR/qmstr/issues/311,spdx,QMSTR/qmstr,2018-10-28 14:42:55+00:00,Implement preprocessor in gcc builder,Code Components
https://api.github.com/repos/QMSTR/qmstr/issues/336,spdx,QMSTR/qmstr,2019-05-15 09:49:11+00:00,define package extraction abstraction,Code Components
https://api.github.com/repos/QMSTR/qmstr/issues/337,spdx,QMSTR/qmstr,2019-05-15 09:51:27+00:00,implement debian package (deb) extraction,Code Components
https://api.github.com/repos/QMSTR/qmstr/issues/344,spdx,QMSTR/qmstr,2019-05-22 08:57:48+00:00,Change builder life cycle,Code Components
https://api.github.com/repos/QMSTR/qmstr/issues/355,spdx,QMSTR/qmstr,2019-06-05 07:35:16+00:00,validate xml spdx manifest,Code Components
https://api.github.com/repos/QMSTR/qmstr/issues/390,spdx,QMSTR/qmstr,2019-07-29 09:24:19+00:00,Validator will ignore symbolic links ,Code Components
https://api.github.com/repos/QMSTR/qmstr/issues/394,spdx,QMSTR/qmstr,2019-08-05 08:29:38+00:00,Restructure data model,Code Components
https://api.github.com/repos/SamuraiAku/SPDX.jl/issues/13,spdx,SamuraiAku/SPDX.jl,2022-06-12 02:57:12+00:00,Package Supplier and Originator should use SpdxCreatorV2,Code Components
https://api.github.com/repos/SamuraiAku/SPDX.jl/issues/14,spdx,SamuraiAku/SPDX.jl,2022-06-13 01:04:58+00:00,Make SpdxDownloadLocationV2,Code Components
https://api.github.com/repos/SamuraiAku/SPDX.jl/issues/19,spdx,SamuraiAku/SPDX.jl,2022-12-10 05:57:33+00:00,Autocreate Snippet-File relationships when reading TagValue,Code Components
https://api.github.com/repos/SamuraiAku/SPDX.jl/issues/20,spdx,SamuraiAku/SPDX.jl,2022-12-30 07:17:44+00:00,Order of relationships written to JSON file may be different from the order in which they were read,Code Components
https://api.github.com/repos/alilleybrinker/cargo-spdx/issues/11,spdx,alilleybrinker/cargo-spdx,2022-07-10 19:01:43+00:00,Detecting statically linked native libraries from build scripts,Code Components
https://api.github.com/repos/anchore/grype/issues/718,cdx,anchore/grype,2022-04-12 07:24:31+00:00,"Grype gives error 'unable to query: mmap: invalid ReadAt offset ', while running on SBOM packge list generated by syft",Code Components
https://api.github.com/repos/anchore/syft/issues/1,spdx,anchore/syft,2020-05-07 18:40:59+00:00,Add package definition(s) & Catalog,Code Components
https://api.github.com/repos/anchore/syft/issues/111,spdx,anchore/syft,2020-07-28 20:22:50+00:00,java-archive catalog doesn't capture a name,Code Components
https://api.github.com/repos/anchore/syft/issues/1153,spdx,anchore/syft,2022-08-09 16:45:03+00:00,Support NPM lock file version 2,Code Components
